text,label,cleaned_text,processed_text
"All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .",1,all comedy is subversive but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad,comedy subversive unrelenting bleak insistence opting opportunity finding meaning relationships work becomes sad
A sensitive and expertly acted crowd-pleaser that is n't above a little broad comedy and a few unabashedly sentimental tears .,1,a sensitive and expertly acted crowdpleaser that is nt above a little broad comedy and a few unabashedly sentimental tears,sensitive expertly acted crowdpleaser nt little broad comedy unabashedly sentimental tears
Remarkably accessible and affecting .,1,remarkably accessible and affecting,remarkably accessible affecting
"The movie obviously seeks to re-create the excitement of such '50s flicks as Jules Verne 's ' 20,000 Leagues Under the Sea ' and the George Pal version of H.G. Wells ' ` The Time Machine . '",1,the movie obviously seeks to recreate the excitement of such s flicks as jules verne s leagues under the sea and the george pal version of hg wells the time machine,movie obviously seeks recreate excitement flicks jules verne leagues sea george pal version hg wells time machine
"So faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check .",0,so faithful to the doldrums of the notquiteurban notquitesuburban milieu as to have viewers recoiling from the reality check,faithful doldrums notquiteurban notquitesuburban milieu viewers recoiling reality check
"... even if you 've never heard of Chaplin , you 'll still be glued to the screen .",1,even if you ve never heard of chaplin you ll still be glued to the screen,even never heard chaplin still glued screen
Elvira fans could hardly ask for more .,1,elvira fans could hardly ask for more,elvira fans could hardly ask
"It 's really yet another anemic and formulaic Lethal Weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness .",1,it s really yet another anemic and formulaic lethal weaponderived buddycop movie trying to pass off its lack of imagination as hip knowingness,really yet another anemic formulaic lethal weaponderived buddycop movie trying pass lack imagination hip knowingness
Wonderful fencing scenes and an exciting plot make this an eminently engrossing film .,1,wonderful fencing scenes and an exciting plot make this an eminently engrossing film,wonderful fencing scenes exciting plot make eminently engrossing film
"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .",2,tries too hard to be funny in a way that s too loud too goofy and too short of an attention span,tries hard funny way loud goofy short attention span
"Most of the information has already appeared in one forum or another and , no matter how Broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence .",2,most of the information has already appeared in one forum or another and no matter how broomfield dresses it up it tends to speculation conspiracy theories or at best circumstantial evidence,information already appeared one forum another matter broomfield dresses tends speculation conspiracy theories best circumstantial evidence
"My oh my , is this an invigorating , electric movie .",0,my oh my is this an invigorating electric movie,oh invigorating electric movie
"Comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",1,comedian like its subjects delivers the goods and audiences will have a fun nofrills ride,comedian like subjects delivers goods audiences fun nofrills ride
"Even with Harris 's strong effort , the script gives him little to effectively probe Lear 's soul-stripping breakdown .",1,even with harris s strong effort the script gives him little to effectively probe lear s soulstripping breakdown,even harris strong effort script gives little effectively probe lear soulstripping breakdown
