text,label,cleaned_text,processed_text,source
"The animation is competent , and some of the gags are quite funny , but Jonah ... never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment .",1.0,the animation is competent and some of the gags are quite funny but jonah never shakes the oppressive morally superior goodforyou quality that almost automatically accompanies didactic entertainment,animation competent gags quite funny jonah never shakes oppressive morally superior goodforyou quality almost automatically accompanies didactic entertainment,sst
"While Serving Sara does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza , there 's nothing here to match that movie 's intermittent moments of inspiration .",1.0,while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza there s nothing here to match that movie s intermittent moments of inspiration,serving sara long way go reaches level crudity latest austin powers extravaganza nothing match movie intermittent moments inspiration,sst
"The sight of the spaceship on the launching pad is duly impressive in IMAX dimensions , as are shots of the astronauts floating in their cabins .",0.0,the sight of the spaceship on the launching pad is duly impressive in imax dimensions as are shots of the astronauts floating in their cabins,sight spaceship launching pad duly impressive imax dimensions shots astronauts floating cabins,sst
"The movie 's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story .",1.0,the movie s somethingborrowed construction feels less the product of loving well integrated homage and more like a mere excuse for the wan thinly sketched story,movie somethingborrowed construction feels less product loving well integrated homage like mere excuse wan thinly sketched story,sst
Crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .,1.0,crush is so warm and fuzzy you might be able to forgive its meanspirited second half,crush warm fuzzy might able forgive meanspirited second half,sst
A marvel like none you 've seen .,2.0,a marvel like none you ve seen,marvel like none seen,sst
"Director Yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we have n't seen 10,000 times .",1.0,director yu seems far more interested in grossout humor than in showing us wellthought stunts or a car chase that we have nt seen times,director yu seems far interested grossout humor showing us wellthought stunts car chase nt seen times,sst
Directed in a paint-by-numbers manner .,0.0,directed in a paintbynumbers manner,directed paintbynumbers manner,sst
"For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .",0.0,for all its shootouts fistfights and car chases this movie is a phlegmatic bore so tedious it makes the silly spy vs spy film the sum of all fears starring ben affleck seem downright hitchcockian,shootouts fistfights car chases movie phlegmatic bore tedious makes silly spy vs spy film sum fears starring ben affleck seem downright hitchcockian,sst
An ironic speculation on democracy in a culture unaccustomed to it .,1.0,an ironic speculation on democracy in a culture unaccustomed to it,ironic speculation democracy culture unaccustomed,sst
"It takes a certain kind of horror movie to qualify as ` worse than expected , ' but Ghost Ship somehow manages to do exactly that .",1.0,it takes a certain kind of horror movie to qualify as worse than expected but ghost ship somehow manages to do exactly that,takes certain kind horror movie qualify worse expected ghost ship somehow manages exactly,sst
"Any intellectual arguments being made about the nature of God are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that Bean abhors .",2.0,any intellectual arguments being made about the nature of god are framed in a drama so clumsy there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors,intellectual arguments made nature god framed drama clumsy real danger less sophisticated audiences mistake endorsement things bean abhors,sst
"It 's a familiar story , but one that is presented with great sympathy and intelligence .",1.0,it s a familiar story but one that is presented with great sympathy and intelligence,familiar story one presented great sympathy intelligence,sst
